,Age,Gender,Technology_Usage_Hours,Social_Media_Usage_Hours,Gaming_Hours,Screen_Time_Hours,Mental_Health_Status,Stress_Level,Sleep_Hours,Physical_Activity_Hours,Support_Systems_Access,Work_Environment_Impact,Online_Support_Usage
283,56,Female,1.69,6.11,3.71,3.26,Poor,Low,5.76,3.95,Yes,Positive,No
284,37,Male,1.94,3.76,2.63,1.3,Poor,Low,6.65,5.13,No,Negative,Yes
285,27,Male,11.5,2.8,3.13,9.27,Excellent,High,5.05,3.87,No,Negative,No
286,56,Male,3.99,4.41,0.16,10.74,Excellent,Low,4.88,1.02,Yes,Positive,No
287,48,Other,4.36,7.37,3.0,5.29,Good,Low,7.51,1.38,Yes,Negative,Yes
288,65,Female,1.76,2.33,4.02,12.11,Good,High,7.07,4.95,Yes,Positive,Yes
289,57,Female,3.51,2.96,3.69,13.78,Excellent,Low,6.42,3.29,No,Neutral,No
290,53,Other,2.07,5.3,1.35,4.5,Poor,High,8.13,7.19,No,Positive,No
291,24,Other,9.14,5.31,0.34,3.39,Fair,Low,5.49,1.37,No,Positive,Yes
292,25,Other,10.42,1.47,0.89,4.77,Good,High,6.1,3.08,No,Positive,Yes
293,64,Other,5.76,6.52,2.14,2.42,Excellent,High,5.11,3.42,No,Neutral,Yes
294,42,Male,9.41,1.11,3.3,6.67,Fair,Low,4.75,0.46,No,Negative,Yes
295,43,Other,8.58,1.9,3.47,12.92,Fair,Medium,5.7,9.31,No,Negative,Yes
296,32,Other,5.47,2.44,3.09,4.71,Excellent,High,5.91,0.85,Yes,Negative,Yes
297,18,Other,5.93,3.7,2.18,13.67,Fair,Low,5.97,8.52,No,Positive,Yes
298,28,Male,3.66,3.29,4.42,12.6,Fair,Low,4.97,0.28,Yes,Negative,No
299,25,Female,9.42,0.62,2.34,6.75,Good,Low,4.32,8.43,Yes,Positive,No
300,30,Female,11.78,5.32,0.11,4.24,Poor,High,7.56,8.58,Yes,Negative,No
301,27,Male,4.28,6.15,4.92,14.85,Good,Low,5.22,9.7,No,Positive,Yes
302,65,Other,1.49,0.21,3.89,2.4,Fair,Medium,8.67,0.7,Yes,Negative,No
303,38,Male,7.32,3.71,3.05,2.25,Good,Low,8.36,2.52,Yes,Negative,No
304,30,Other,5.61,3.44,4.64,1.89,Good,Low,7.71,7.34,Yes,Negative,Yes
305,55,Other,7.95,7.41,2.28,14.86,Excellent,Low,8.17,6.87,Yes,Negative,No
306,31,Male,10.94,2.36,4.6,14.32,Poor,High,7.35,4.86,No,Neutral,No
307,62,Other,2.05,0.25,2.68,3.94,Fair,Low,5.73,8.16,Yes,Positive,No
308,40,Other,4.17,6.47,1.61,8.06,Poor,Low,7.54,0.74,Yes,Positive,Yes
309,34,Male,3.18,1.73,1.25,2.95,Fair,Medium,8.64,2.2,No,Negative,No
310,55,Other,10.14,4.93,3.46,6.05,Fair,High,4.99,1.86,Yes,Positive,Yes
311,46,Male,1.63,7.78,3.26,5.16,Excellent,High,4.76,7.54,Yes,Positive,No
312,25,Female,6.3,7.1,2.08,4.06,Fair,Medium,6.15,0.48,No,Negative,No
313,20,Female,3.92,7.35,1.06,11.5,Good,Low,8.35,3.27,No,Positive,No
314,45,Male,4.99,7.48,0.74,6.62,Fair,Low,4.38,6.77,No,Neutral,Yes
315,62,Male,10.56,0.97,4.64,2.86,Good,High,5.44,0.35,Yes,Positive,No
316,48,Other,3.43,4.94,2.44,5.0,Good,Medium,8.52,7.88,Yes,Positive,No
317,28,Male,7.43,7.58,0.8,11.85,Fair,Low,7.95,9.55,Yes,Neutral,Yes
318,56,Male,11.93,4.55,3.02,5.51,Excellent,Low,6.82,2.44,No,Positive,Yes
319,62,Female,8.8,0.13,2.04,3.78,Good,Medium,5.68,2.68,No,Positive,Yes
320,63,Male,6.39,5.49,0.96,11.52,Fair,High,4.32,2.81,No,Negative,No
321,40,Male,7.49,4.95,3.12,1.85,Poor,Low,5.88,0.59,No,Positive,Yes
322,60,Female,6.11,5.99,1.2,13.12,Fair,High,7.48,9.08,No,Positive,No
323,65,Female,7.75,4.62,0.18,10.38,Excellent,Medium,8.86,3.73,Yes,Positive,No
324,46,Male,7.84,1.3,1.65,3.46,Excellent,Low,4.74,6.81,Yes,Neutral,No
325,58,Other,10.3,3.82,4.62,12.85,Excellent,Medium,8.51,4.4,Yes,Positive,No
326,61,Male,6.77,1.7,2.94,5.03,Excellent,Low,7.88,7.94,No,Neutral,No
327,32,Other,3.99,0.47,1.92,4.03,Poor,Medium,5.97,6.64,No,Neutral,Yes
328,51,Female,5.81,3.55,2.96,2.33,Excellent,Low,4.58,0.9,Yes,Neutral,No
329,58,Female,10.45,1.91,0.74,7.78,Fair,Medium,7.66,8.34,Yes,Neutral,No
330,25,Female,2.14,2.67,0.47,13.67,Excellent,High,7.42,6.0,No,Positive,Yes
331,43,Other,10.34,6.18,0.03,8.49,Fair,Medium,8.56,3.07,No,Negative,Yes
332,27,Male,10.29,1.57,4.04,11.27,Good,Medium,8.68,4.13,No,Negative,No
333,23,Other,9.46,0.49,3.99,3.73,Excellent,Low,7.0,3.15,No,Negative,Yes
334,50,Male,6.73,7.2,3.19,9.41,Poor,Medium,4.58,7.34,Yes,Negative,No
335,55,Other,4.46,4.26,1.42,4.54,Fair,High,5.31,9.95,No,Negative,No
336,39,Female,4.49,5.76,1.81,1.49,Excellent,Low,6.31,9.52,Yes,Negative,Yes
337,29,Male,4.1,1.21,0.46,13.34,Fair,Medium,6.8,8.95,No,Positive,Yes
338,35,Male,5.44,0.64,3.03,8.48,Fair,High,4.37,3.23,Yes,Positive,No
339,20,Male,6.66,2.54,1.19,2.39,Poor,High,8.0,8.59,Yes,Negative,No
340,41,Other,7.36,7.92,3.88,7.52,Good,High,4.33,6.39,Yes,Neutral,No
341,51,Other,3.71,3.91,2.82,4.93,Fair,Low,7.94,6.86,No,Negative,No
342,21,Other,4.43,5.02,4.62,10.86,Excellent,Medium,4.4,4.46,No,Negative,Yes
343,39,Male,4.26,7.53,4.96,7.49,Poor,High,4.07,9.83,Yes,Negative,Yes
344,20,Other,11.48,4.16,1.06,6.03,Poor,Low,5.61,5.89,No,Neutral,Yes
345,25,Other,4.61,3.13,1.65,11.84,Good,Low,5.32,1.16,Yes,Negative,Yes
346,56,Male,4.72,1.15,4.4,2.65,Poor,Low,8.89,9.09,Yes,Negative,Yes
347,54,Female,6.7,2.03,4.16,2.47,Poor,Low,7.57,6.15,Yes,Neutral,Yes
348,35,Other,6.26,3.95,4.17,8.22,Good,Medium,8.08,3.08,No,Negative,No
349,55,Female,7.55,1.15,0.88,13.36,Poor,Medium,6.82,4.75,No,Negative,No
350,60,Female,4.74,7.74,3.52,12.71,Poor,High,6.85,6.61,Yes,Positive,No
351,32,Female,11.85,5.8,0.56,2.63,Poor,Medium,6.55,2.93,Yes,Neutral,Yes
352,28,Other,11.53,5.13,1.42,11.91,Fair,High,5.02,0.67,Yes,Negative,No
353,65,Male,3.81,0.26,0.39,3.28,Excellent,High,8.62,2.83,No,Neutral,No
354,20,Male,6.27,4.99,2.23,9.03,Poor,High,7.87,5.34,Yes,Negative,No
355,24,Other,3.12,6.83,3.32,10.11,Good,High,7.37,7.03,Yes,Positive,Yes
356,27,Male,3.38,0.04,0.39,7.47,Good,High,4.61,0.09,Yes,Negative,Yes
357,21,Other,7.71,7.41,2.56,6.69,Fair,High,4.2,2.56,Yes,Positive,Yes
358,41,Other,11.63,5.67,4.46,13.34,Fair,High,6.65,2.67,No,Positive,No
359,37,Male,1.17,4.36,3.3,11.77,Excellent,High,7.31,0.58,Yes,Negative,Yes
360,23,Other,8.64,2.12,0.89,14.2,Good,High,7.68,2.73,Yes,Positive,No
361,25,Other,1.26,0.21,4.83,6.41,Excellent,Low,4.74,4.35,Yes,Neutral,Yes
362,59,Other,3.29,5.77,3.89,8.26,Excellent,Low,8.45,6.85,Yes,Negative,Yes
363,45,Other,4.01,0.11,3.66,4.83,Fair,High,8.92,1.51,Yes,Negative,No
364,48,Female,7.86,1.98,4.54,12.82,Fair,High,5.36,1.36,Yes,Positive,No
365,32,Female,7.01,0.01,2.84,13.13,Good,Low,6.09,0.55,No,Positive,No
366,22,Female,9.75,3.47,1.85,6.53,Good,High,6.81,4.24,No,Neutral,Yes
367,36,Male,4.53,7.57,0.78,6.74,Fair,High,7.28,4.7,No,Positive,Yes
368,33,Female,6.29,3.69,0.26,2.37,Excellent,Medium,4.02,6.66,No,Negative,No
369,30,Female,11.79,3.54,4.76,6.88,Poor,High,5.73,3.4,Yes,Positive,No
370,62,Male,4.92,3.43,1.64,11.72,Good,Low,6.64,0.27,Yes,Positive,Yes
371,65,Male,4.34,1.95,1.24,5.32,Fair,Medium,5.95,0.96,Yes,Neutral,No
372,57,Female,10.64,6.12,3.07,11.69,Excellent,Low,8.71,9.25,Yes,Neutral,Yes
373,64,Male,6.73,3.03,2.5,2.28,Poor,High,8.81,4.66,No,Neutral,Yes
374,32,Female,5.41,7.93,0.48,2.25,Fair,Low,8.3,8.24,Yes,Neutral,Yes
375,34,Other,8.08,3.5,0.77,6.67,Fair,Low,5.77,0.61,No,Negative,Yes
376,59,Male,3.05,2.17,0.53,7.71,Poor,High,5.99,1.51,No,Negative,Yes
377,54,Male,8.06,7.43,4.05,5.53,Fair,Medium,7.38,1.78,Yes,Negative,No
378,50,Male,9.45,4.37,3.43,4.35,Good,Low,4.03,2.32,Yes,Positive,No
379,22,Other,10.27,3.89,4.72,6.18,Good,High,5.41,4.94,Yes,Neutral,Yes
380,21,Male,3.94,5.14,2.49,14.18,Poor,Low,7.91,4.3,No,Neutral,No
381,34,Male,3.1,1.29,2.67,1.61,Fair,Medium,8.8,9.01,Yes,Neutral,Yes
382,30,Other,8.05,1.18,4.13,12.27,Poor,Low,8.31,6.57,No,Neutral,Yes
383,60,Male,9.71,3.66,3.0,10.61,Poor,Low,6.3,5.18,Yes,Negative,Yes
384,54,Female,7.2,7.48,1.35,6.78,Excellent,Medium,4.09,0.68,Yes,Positive,No
385,48,Other,5.91,7.83,4.72,2.52,Poor,Low,4.27,3.08,No,Neutral,Yes
386,43,Male,1.01,0.23,2.57,1.45,Poor,Medium,8.47,8.23,Yes,Negative,No
387,49,Female,2.48,4.19,0.88,8.6,Excellent,Medium,5.3,6.5,No,Neutral,Yes
388,55,Male,3.4,7.19,1.78,7.01,Good,Medium,5.66,3.63,Yes,Neutral,No
389,53,Other,3.91,1.24,2.56,1.41,Excellent,High,5.62,0.94,Yes,Neutral,No
390,54,Male,6.17,4.33,2.81,5.14,Fair,High,5.48,2.18,Yes,Negative,No
391,61,Female,5.97,6.59,3.62,8.09,Excellent,High,6.5,8.74,No,Positive,Yes
392,24,Female,2.3,1.33,3.21,5.23,Fair,Low,8.25,1.28,No,Neutral,Yes
393,49,Female,11.77,6.77,1.15,7.69,Good,High,5.86,3.83,No,Positive,Yes
394,30,Male,11.01,7.09,0.13,13.94,Fair,Low,6.98,8.75,Yes,Negative,No
395,28,Male,7.48,2.84,0.18,6.13,Excellent,Medium,8.23,4.05,No,Positive,No
396,32,Female,2.98,7.8,3.76,11.85,Fair,Medium,6.02,1.15,No,Neutral,No
397,35,Female,1.34,4.4,4.65,12.29,Excellent,Medium,8.33,7.02,Yes,Neutral,Yes
398,25,Other,11.02,3.13,3.9,10.22,Excellent,High,5.7,8.95,Yes,Neutral,No
399,64,Other,11.14,6.65,4.64,10.67,Excellent,High,5.53,4.44,Yes,Positive,Yes
400,60,Male,10.1,3.25,1.25,10.47,Poor,High,6.21,4.28,No,Negative,No
401,34,Female,11.81,6.0,1.96,12.36,Good,High,5.53,7.44,No,Neutral,No
402,54,Male,2.83,1.56,0.01,6.92,Excellent,Low,5.36,4.8,No,Neutral,No
403,19,Male,10.63,3.3,0.08,6.74,Good,Medium,6.12,9.36,No,Neutral,Yes
404,45,Male,7.76,2.66,4.21,9.37,Poor,Low,4.68,4.33,No,Negative,Yes
405,46,Female,3.64,6.18,5.0,14.66,Excellent,High,7.65,0.73,No,Positive,No
406,39,Male,5.47,5.52,3.81,1.14,Fair,High,8.94,7.97,Yes,Negative,No
407,39,Male,11.92,1.87,0.87,9.82,Poor,Low,7.64,7.2,Yes,Neutral,No
408,46,Male,3.56,0.43,0.32,7.48,Poor,High,6.2,2.68,No,Positive,Yes
409,47,Male,8.95,4.38,0.15,14.29,Fair,Medium,5.39,4.94,No,Positive,No
410,50,Male,1.11,6.67,3.68,1.2,Good,Low,4.61,8.16,No,Positive,Yes
411,40,Female,9.51,6.48,3.97,5.35,Good,Low,7.55,4.03,No,Negative,No
412,38,Other,6.01,4.55,4.53,3.8,Poor,Medium,8.88,1.71,No,Negative,Yes
413,30,Other,1.41,1.86,2.39,11.83,Good,Low,5.26,2.42,No,Neutral,Yes
414,53,Female,5.22,4.2,3.9,11.14,Poor,Low,8.55,6.99,Yes,Neutral,Yes
415,44,Female,7.71,0.86,3.88,12.9,Good,Medium,5.47,2.49,Yes,Positive,No
416,29,Other,5.81,7.2,0.0,4.77,Excellent,Medium,8.69,2.36,No,Positive,No
417,54,Male,11.52,1.25,2.59,6.47,Good,Medium,8.81,9.88,No,Positive,No
418,24,Female,5.89,2.5,3.12,4.37,Good,High,7.05,9.07,Yes,Positive,Yes
419,22,Female,6.5,4.67,2.33,1.78,Good,Low,5.29,0.11,No,Negative,No
420,28,Other,4.69,6.8,2.82,8.46,Fair,Medium,5.25,2.96,No,Neutral,Yes
421,47,Female,2.99,0.38,4.71,2.06,Good,Low,6.49,2.31,Yes,Positive,No
422,54,Female,1.19,6.0,1.88,13.31,Fair,Low,4.91,0.74,Yes,Negative,No
423,45,Male,5.83,5.35,2.63,6.62,Good,Low,4.89,0.77,No,Positive,Yes
424,57,Other,3.06,0.62,3.8,5.44,Good,Low,7.9,2.6,No,Neutral,No
425,63,Female,1.16,0.96,1.31,10.45,Fair,Medium,7.79,5.0,Yes,Positive,Yes
426,54,Other,7.69,3.38,3.85,1.01,Fair,Medium,8.36,4.02,No,Positive,Yes
427,51,Female,4.54,3.42,4.93,3.55,Excellent,Medium,8.28,5.61,Yes,Negative,Yes
428,30,Other,10.01,3.95,1.25,2.62,Good,Low,5.38,7.45,No,Negative,Yes
429,54,Female,1.44,6.62,2.49,6.87,Poor,Low,5.02,8.34,Yes,Negative,No
430,31,Female,9.99,4.48,3.15,7.24,Good,Low,8.12,1.4,No,Neutral,Yes
431,60,Female,5.32,1.2,4.84,9.74,Fair,Low,8.75,7.42,Yes,Negative,No
432,64,Other,8.44,7.62,1.57,13.08,Excellent,Medium,5.15,2.18,Yes,Negative,No
433,22,Other,2.21,2.19,4.19,10.49,Fair,High,6.23,6.67,No,Neutral,No
434,63,Other,8.67,3.25,2.16,8.21,Fair,Low,6.3,6.16,Yes,Neutral,Yes
435,41,Male,7.07,2.31,2.41,5.94,Excellent,Low,6.33,0.78,No,Neutral,Yes
436,48,Female,7.13,1.43,1.96,14.09,Poor,High,6.23,4.14,No,Neutral,No
437,56,Male,4.99,3.64,2.78,6.73,Poor,High,8.68,9.76,No,Neutral,No
438,49,Female,5.17,7.7,1.49,4.85,Excellent,Low,4.63,4.47,Yes,Negative,No
439,60,Other,7.33,3.74,1.38,3.63,Poor,Medium,4.16,2.35,No,Positive,Yes
440,21,Other,11.77,2.57,4.28,10.97,Fair,Medium,6.64,3.57,No,Neutral,No
441,27,Male,9.86,6.67,1.98,14.64,Excellent,Medium,5.11,9.39,No,Positive,No
442,58,Female,6.78,2.66,2.12,10.43,Good,Medium,7.15,1.92,Yes,Negative,No
443,63,Other,1.7,0.13,0.75,8.75,Excellent,High,6.37,8.31,Yes,Negative,Yes
444,32,Other,4.81,0.52,2.72,11.5,Excellent,Low,4.84,8.37,No,Neutral,Yes
445,21,Female,7.84,3.71,3.47,3.06,Good,Low,5.37,2.82,Yes,Negative,Yes
446,47,Other,9.93,0.34,2.56,14.61,Excellent,High,7.38,4.9,Yes,Positive,No
447,43,Other,8.43,5.01,0.56,6.99,Fair,Medium,7.76,8.11,Yes,Negative,No
448,62,Other,6.77,7.81,1.06,6.48,Good,High,7.21,8.09,Yes,Neutral,No
449,33,Male,3.89,6.66,4.55,7.25,Poor,High,6.52,4.78,No,Neutral,Yes
450,26,Female,10.09,7.21,3.56,13.17,Good,Medium,6.52,6.21,Yes,Neutral,Yes
451,37,Other,4.98,2.92,0.26,4.61,Fair,Medium,6.02,2.38,No,Neutral,Yes
452,62,Male,4.56,3.05,3.67,14.06,Fair,Medium,8.51,8.16,No,Positive,No
453,36,Female,7.05,1.72,2.03,13.04,Poor,High,5.03,0.13,No,Positive,No
454,54,Male,2.36,4.13,2.78,7.27,Poor,Medium,8.77,6.12,No,Negative,No
455,65,Male,7.52,6.43,1.76,5.6,Poor,Medium,6.08,9.45,Yes,Positive,Yes
456,22,Other,4.66,1.26,4.37,13.71,Good,Medium,6.38,2.58,Yes,Negative,Yes
457,22,Female,7.24,2.92,1.34,3.11,Poor,Medium,5.79,1.8,No,Positive,No
458,41,Other,8.77,4.64,4.64,9.89,Fair,Low,6.56,5.01,No,Neutral,No
459,65,Female,11.72,6.26,4.61,14.62,Fair,Low,8.28,3.98,No,Positive,No
460,40,Female,1.01,1.04,4.81,6.31,Poor,Low,5.94,2.26,Yes,Negative,No
461,60,Other,3.47,7.5,1.13,9.05,Poor,Medium,4.56,2.8,Yes,Negative,Yes
462,32,Other,4.91,4.31,0.91,14.55,Excellent,High,5.65,4.14,No,Negative,Yes
463,24,Other,2.8,3.32,1.82,11.58,Fair,Medium,5.68,9.1,No,Positive,No
464,41,Male,5.14,0.81,4.47,3.18,Poor,Medium,7.85,0.13,No,Neutral,No
465,40,Female,10.98,0.41,2.79,4.6,Poor,High,7.15,2.73,Yes,Neutral,No
466,34,Female,5.73,6.9,2.57,14.77,Excellent,Low,4.45,9.78,Yes,Positive,No
467,61,Female,9.34,3.79,3.69,5.47,Excellent,Low,5.27,2.63,Yes,Neutral,No
468,23,Male,7.55,2.91,2.43,4.93,Poor,Low,5.61,1.34,Yes,Positive,Yes
469,36,Female,11.87,2.47,3.22,8.7,Good,Medium,5.37,7.97,No,Neutral,No
470,58,Other,9.22,0.81,2.07,13.51,Poor,Medium,8.27,1.67,No,Negative,Yes
471,36,Other,3.74,6.59,4.56,7.51,Good,Low,4.65,2.69,No,Negative,Yes
472,47,Male,4.08,1.9,0.78,8.3,Poor,Low,8.59,1.93,No,Negative,No
473,51,Female,10.59,7.6,0.0,9.18,Poor,Low,5.03,5.44,Yes,Neutral,No
474,60,Male,4.56,6.41,0.81,1.04,Good,High,7.94,1.94,No,Negative,No
475,42,Female,8.99,3.79,2.39,3.46,Fair,High,5.16,5.57,Yes,Positive,Yes
476,49,Other,3.58,3.72,2.02,14.5,Excellent,Medium,7.19,9.59,Yes,Positive,Yes
477,50,Female,7.59,0.53,4.81,13.12,Good,High,5.77,6.77,Yes,Negative,Yes
478,31,Other,7.47,7.44,0.71,3.07,Good,High,7.96,8.03,Yes,Positive,No
479,25,Other,8.35,4.56,1.02,10.42,Poor,Medium,6.47,9.83,Yes,Positive,No
480,33,Other,10.91,6.72,2.16,3.73,Good,Low,4.56,6.67,No,Positive,Yes
481,54,Other,2.19,4.28,3.15,6.58,Poor,Medium,4.31,9.58,No,Positive,Yes
482,26,Other,10.98,5.39,1.66,2.12,Good,High,4.18,4.01,No,Positive,Yes
483,20,Male,4.98,5.31,2.46,14.94,Poor,Low,4.94,1.31,No,Neutral,No
484,21,Male,11.84,5.01,4.8,8.42,Good,High,5.91,3.16,No,Negative,No
485,36,Other,5.81,5.12,3.86,13.85,Excellent,High,5.0,4.0,No,Positive,No
486,30,Other,1.67,1.4,3.21,10.81,Poor,High,7.82,5.84,Yes,Neutral,No
487,56,Male,6.39,1.49,2.97,11.84,Fair,Low,4.05,8.23,No,Positive,No
488,56,Female,1.14,3.74,4.08,8.88,Good,Low,8.0,5.09,No,Positive,No
489,62,Other,6.49,4.29,1.16,2.96,Fair,High,5.73,2.9,No,Neutral,Yes
490,50,Male,5.73,1.31,3.8,7.91,Good,High,8.28,9.35,Yes,Positive,Yes
491,60,Female,10.92,6.72,4.72,7.93,Poor,Medium,5.46,4.81,Yes,Negative,No
492,38,Other,5.62,2.26,0.15,3.32,Poor,Low,4.88,5.6,Yes,Negative,No
493,57,Other,7.81,2.9,3.12,3.72,Poor,Low,4.55,0.94,No,Neutral,No
494,62,Male,2.82,0.11,0.09,7.87,Good,Medium,4.03,0.41,Yes,Positive,Yes
495,43,Other,4.6,7.35,2.73,12.63,Fair,High,4.21,9.86,Yes,Neutral,No
496,36,Female,9.05,3.5,4.98,9.17,Poor,High,4.36,7.31,Yes,Negative,No
497,61,Male,3.67,7.71,0.15,5.89,Poor,High,5.03,5.05,No,Negative,Yes
498,51,Female,8.06,2.73,2.83,14.15,Good,Low,5.7,5.46,No,Positive,Yes
499,62,Male,5.83,6.49,3.67,6.13,Fair,High,6.81,1.62,Yes,Positive,Yes
500,43,Male,4.22,5.39,1.78,7.0,Excellent,Low,4.95,5.26,No,Neutral,Yes
501,39,Other,9.29,0.53,1.39,3.81,Fair,High,7.95,4.42,No,Positive,Yes
502,59,Male,5.95,0.28,3.87,6.05,Fair,Medium,8.91,4.06,No,Positive,Yes
503,42,Other,4.59,2.22,2.89,2.36,Good,Low,7.78,5.93,No,Negative,Yes
504,21,Female,1.56,5.29,0.64,13.59,Good,Low,6.73,9.87,No,Positive,Yes
505,42,Female,10.22,2.18,4.45,14.41,Good,Medium,8.37,6.46,No,Negative,Yes
506,37,Other,5.16,4.35,4.28,1.08,Fair,Medium,6.78,6.32,Yes,Negative,Yes
507,33,Other,3.33,0.09,0.74,2.54,Poor,Medium,8.26,2.48,Yes,Neutral,Yes
508,30,Male,4.83,0.02,2.34,10.55,Good,Medium,7.17,5.34,Yes,Neutral,No
509,45,Female,3.74,7.82,3.82,14.34,Poor,Low,6.15,5.96,Yes,Neutral,Yes
510,21,Other,8.4,7.44,2.75,1.24,Good,Low,5.49,2.12,Yes,Positive,Yes
511,59,Female,6.77,6.36,0.55,11.17,Good,Low,6.39,3.25,No,Positive,No
512,53,Female,6.58,0.58,1.2,13.79,Excellent,Low,6.22,4.89,Yes,Neutral,No
513,23,Female,10.63,7.46,1.95,2.78,Excellent,Low,4.31,5.95,Yes,Negative,No
514,47,Male,8.16,4.84,3.87,1.18,Poor,Medium,4.87,3.78,Yes,Positive,No
515,64,Female,10.7,4.55,0.4,4.46,Excellent,Low,7.42,3.73,No,Negative,No
516,19,Other,7.91,2.28,4.45,3.68,Excellent,High,7.65,4.94,Yes,Positive,Yes
517,22,Male,6.09,1.67,0.84,3.06,Excellent,Low,8.36,3.96,No,Negative,No
518,53,Female,5.94,4.53,1.59,3.99,Good,Low,6.48,7.24,Yes,Negative,No
519,38,Other,11.65,1.02,0.71,4.41,Fair,High,5.66,9.81,Yes,Neutral,No
520,39,Male,2.16,5.25,4.51,4.98,Excellent,Low,6.2,5.46,Yes,Negative,No
521,33,Male,5.51,2.62,1.29,1.27,Poor,High,5.27,4.1,Yes,Positive,No
522,60,Male,10.55,4.59,2.0,8.18,Good,Low,5.05,5.42,No,Neutral,No
523,37,Male,8.46,5.13,0.51,8.68,Good,Medium,7.24,4.43,No,Neutral,No
524,22,Female,6.2,2.71,0.29,9.77,Excellent,Low,8.25,0.76,No,Positive,Yes
525,62,Male,11.69,2.16,0.43,2.74,Fair,Medium,7.36,9.87,Yes,Neutral,Yes
526,34,Female,8.89,6.03,1.08,13.56,Good,Medium,8.43,9.74,No,Positive,Yes
527,51,Female,4.39,7.56,3.71,3.41,Good,High,8.83,8.82,No,Negative,Yes
528,45,Female,3.47,2.52,4.35,6.32,Fair,Medium,6.41,0.94,No,Negative,No
529,55,Female,10.75,0.26,1.92,1.13,Excellent,Medium,5.68,2.51,Yes,Negative,Yes
530,38,Other,1.71,1.65,2.63,13.51,Fair,High,4.4,8.2,Yes,Negative,Yes
531,41,Male,11.41,4.8,3.16,3.87,Excellent,High,5.21,5.68,No,Neutral,Yes
532,55,Other,5.27,4.72,2.37,6.07,Good,Low,8.39,1.63,No,Positive,No
533,40,Other,8.72,2.51,3.84,11.06,Excellent,High,7.56,6.13,Yes,Negative,No
534,48,Female,9.12,1.74,3.57,6.22,Fair,Low,4.21,4.73,No,Positive,No
535,19,Female,3.87,1.43,0.02,14.0,Good,Low,6.33,5.62,No,Neutral,No
536,52,Male,9.62,0.89,3.45,5.18,Excellent,Low,4.12,5.23,No,Positive,Yes
537,27,Other,8.18,3.14,2.0,8.72,Excellent,Medium,6.2,2.75,Yes,Negative,Yes
538,24,Other,9.22,4.92,2.42,1.48,Fair,Medium,5.66,1.13,No,Neutral,Yes
539,61,Other,10.49,6.72,0.06,12.36,Good,Low,6.92,0.18,No,Positive,No
540,23,Male,6.09,4.58,3.38,3.78,Excellent,Low,4.73,1.65,No,Neutral,No
541,30,Male,11.79,4.64,0.43,14.66,Excellent,Medium,6.02,6.36,No,Negative,Yes
542,41,Male,2.55,1.28,2.07,5.79,Poor,Medium,7.26,1.08,No,Positive,Yes
543,37,Male,1.04,0.65,2.33,14.32,Good,Low,7.67,1.18,No,Positive,No
544,23,Other,11.77,3.48,0.35,7.5,Fair,Low,5.66,1.98,Yes,Negative,Yes
545,34,Female,10.58,1.0,3.17,11.75,Fair,Low,5.33,5.32,No,Neutral,No
546,35,Female,4.21,3.71,1.24,9.05,Fair,High,8.38,9.12,No,Positive,No
547,28,Female,5.96,1.7,4.74,6.89,Excellent,Low,6.84,8.55,No,Neutral,No
548,39,Other,10.93,5.15,3.97,2.14,Good,Medium,6.43,3.77,No,Positive,Yes
549,39,Other,5.23,0.92,3.64,11.5,Poor,Medium,4.42,2.32,No,Neutral,No
550,24,Female,10.56,1.64,3.62,12.55,Excellent,Low,4.17,5.61,Yes,Negative,Yes
551,42,Other,8.37,2.1,2.07,7.3,Poor,High,8.25,5.54,Yes,Positive,No
552,61,Male,8.93,6.77,4.51,3.1,Excellent,Low,7.59,1.8,No,Positive,No
553,29,Male,9.1,2.24,3.33,7.8,Fair,Low,4.88,4.63,No,Neutral,Yes
554,40,Male,3.71,6.14,3.63,4.61,Good,High,8.51,4.97,Yes,Positive,No
555,31,Female,4.94,0.77,0.56,1.03,Good,Low,8.47,2.81,No,Neutral,No
556,58,Other,9.05,5.17,2.25,8.23,Good,High,4.12,3.26,Yes,Neutral,Yes
557,47,Male,4.05,3.85,1.85,12.52,Poor,High,5.85,0.09,Yes,Negative,No
558,31,Other,11.7,7.37,3.01,11.81,Good,Low,4.46,5.79,Yes,Positive,Yes
559,28,Male,4.75,0.99,0.19,9.8,Poor,High,5.01,5.81,Yes,Neutral,No
560,55,Other,6.48,6.55,0.88,7.06,Fair,Low,4.49,4.15,No,Positive,No
561,24,Female,5.33,7.44,3.29,7.95,Good,Low,5.97,4.21,No,Positive,Yes
562,19,Female,2.73,1.61,1.8,14.85,Good,Low,4.11,0.43,Yes,Neutral,No
563,65,Male,3.23,7.03,0.87,14.41,Fair,Medium,6.13,8.98,Yes,Positive,No
564,43,Female,9.67,0.57,3.94,11.5,Fair,Medium,7.06,5.29,Yes,Negative,Yes
565,44,Male,9.91,2.95,2.77,13.57,Good,Low,4.04,6.36,Yes,Positive,Yes
566,56,Male,8.82,2.12,0.5,14.67,Fair,High,8.89,6.09,No,Neutral,No
567,46,Female,1.45,7.82,0.58,1.49,Excellent,Low,4.24,2.08,No,Positive,Yes
568,62,Female,3.51,5.68,1.53,3.11,Good,Low,7.5,3.34,No,Positive,Yes
569,34,Female,1.52,3.52,0.15,14.41,Fair,Medium,6.67,9.14,Yes,Positive,No
570,38,Female,3.46,0.03,2.79,14.45,Poor,Medium,5.15,4.05,Yes,Positive,No
